ensemble,d,K,rho,tau,n_trials,spectral_P,spectral_mean,spectral_std,krylov_P,krylov_mean,krylov_std,moment_P
canonical,32,50,0.048828125,0.95,200,0.22,0.9297749398271934,0.18801009071970767,0.355,0.9101628637206676,0.21722466188350484,0.045
canonical,32,53,0.0517578125,0.95,200,0.135,0.947187074988069,0.16337552504507596,0.3,0.9301674653502978,0.18746012600012418,0.035
canonical,32,57,0.0556640625,0.95,200,0.105,0.9604773686609426,0.13216640416262032,0.25,0.9442555552096705,0.1614849548306083,0.01
canonical,32,61,0.0595703125,0.95,200,0.065,0.9716205546740221,0.11278309423090477,0.2,0.9588061608631767,0.13562225917808474,0.0
canonical,32,65,0.0634765625,0.95,200,0.065,0.9753792791837518,0.11356130788175767,0.125,0.9665274410913139,0.1342127754027479,0.0
canonical,32,68,0.06640625,0.95,200,0.04,0.9817037004921755,0.09413915288630795,0.085,0.9735808988556856,0.11679473843122663,0.0
canonical,32,72,0.0703125,0.95,200,0.035,0.985658897944856,0.0838190491339726,0.08,0.9795349952157233,0.0989605217288508,0.0
canonical,32,76,0.07421875,0.95,200,0.015,0.9912544173841744,0.04718727426634512,0.09,0.9853970741755805,0.06600769509344347,0.0
canonical,32,80,0.078125,0.95,200,0.03,0.9907669012998468,0.06573659340647979,0.055,0.9874645843793276,0.07385170960012533,0.0
canonical,32,84,0.08203125,0.95,200,0.01,0.9931233026970716,0.06102095518119431,0.035,0.9914981951802077,0.07016312669026369,0.0
canonical,32,87,0.0849609375,0.95,200,0.005,0.9975606688470474,0.009272808994958377,0.03,0.9957738401911429,0.017610532308015042,0.0
canonical,32,91,0.0888671875,0.95,200,0.0,0.9989763624492625,0.005158148153000063,0.025,0.998102324791012,0.01009453317438626,0.0
canonical,32,95,0.0927734375,0.95,200,0.015,0.9985950470417307,0.008968557883774937,0.01,0.9978686046689325,0.015680816274401804,0.0
canonical,32,99,0.0966796875,0.95,200,0.005,0.9989162919508544,0.006303510688821522,0.01,0.9988588078352404,0.008257916889941184,0.0
canonical,32,102,0.099609375,0.95,200,0.01,0.9991825031905311,0.0064628678613658725,0.005,0.9992435023324906,0.009075355167531267,0.0
canonical,32,123,0.1201171875,0.95,200,0.0,0.9999264165491895,0.0008674170290026421,0.0,0.9998558148269222,0.0017246193986275133,0.0
canonical,32,143,0.1396484375,0.95,200,0.0,0.9999721102919209,0.0002821150257385285,0.0,0.9999460741629297,0.0005632926983148188,0.0
canonical,32,164,0.16015625,0.95,200,0.0,0.9999992229495273,5.240466878004066e-07,0.0,1.0000000000000002,3.139203456203597e-16,0.0
canonical,32,184,0.1796875,0.95,200,0.0,0.9999993432645485,4.386537357444721e-07,0.0,1.0,3.2718632310782814e-16,0.0
canonical,32,10,0.009765625,0.9,200,1.0,0.218770699203286,0.11183505954950787,1.0,0.061645937148251465,0.057376661224003346,0.5
canonical,32,17,0.0166015625,0.9,200,1.0,0.30673311025673244,0.17752683164225894,0.95,0.15583824061406693,0.22324781650362668,0.36
canonical,32,24,0.0234375,0.9,200,0.99,0.47536067014743155,0.28046352740029773,0.77,0.40748604335536726,0.38992444721272934,0.27
canonical,32,31,0.0302734375,0.9,200,0.785,0.6922244593219634,0.2910013161281125,0.465,0.6991115814540575,0.3960909785672532,0.155
canonical,32,34,0.033203125,0.9,200,0.58,0.7772883547236638,0.2711170726054426,0.38,0.7943226876600978,0.34431677132273125,0.115
canonical,32,38,0.037109375,0.9,200,0.255,0.8459328908148587,0.24252765858605668,0.335,0.8400814201790127,0.2985142948041925,0.08
canonical,32,42,0.041015625,0.9,200,0.19,0.8775918639374274,0.22877127166829453,0.28,0.8622659722087502,0.2751514148719528,0.065
canonical,32,46,0.044921875,0.9,200,0.12,0.901413736863045,0.22044019756227412,0.245,0.8802013475719128,0.25469871430819446,0.065
canonical,32,50,0.048828125,0.9,200,0.08,0.9280481703662966,0.19277109651175325,0.185,0.909195642156983,0.21959388380584655,0.045
canonical,32,53,0.0517578125,0.9,200,0.04,0.9447791495713967,0.16677493108129893,0.17,0.9262749490866112,0.18918746664655092,0.035
canonical,32,57,0.0556640625,0.9,200,0.04,0.9600678845412364,0.1441649655510608,0.07,0.9475062721783584,0.16801100228214597,0.01
canonical,32,61,0.0595703125,0.9,200,0.025,0.9725137125792989,0.11172899221416631,0.07,0.9601331506725566,0.13464052899888043,0.0
canonical,32,65,0.0634765625,0.9,200,0.02,0.9750504673108725,0.1221022200951615,0.045,0.9665597456743754,0.13640722102816827,0.0
canonical,32,68,0.06640625,0.9,200,0.015,0.9789256711610003,0.10937529772662877,0.05,0.9718203336350584,0.12147024786305759,0.0
canonical,32,72,0.0703125,0.9,200,0.01,0.985977592488415,0.08136111578411598,0.025,0.9802817712936991,0.09717632188492832,0.0
canonical,32,76,0.07421875,0.9,200,0.005,0.9908423313171013,0.0532796664832753,0.015,0.9855534356409902,0.06881383009559867,0.0
canonical,32,80,0.078125,0.9,200,0.005,0.9924540947901827,0.06299426577207075,0.01,0.9903307832556117,0.07084268431536124,0.0
canonical,32,84,0.08203125,0.9,200,0.01,0.992424608450898,0.06018982110023712,0.015,0.9912852190195486,0.07093784662213844,0.0
canonical,32,87,0.0849609375,0.9,200,0.0,0.9972107021314227,0.008989559462809136,0.005,0.9951861852728322,0.0168226999246755,0.0
canonical,32,91,0.0888671875,0.9,200,0.0,0.9983273805433848,0.008267532513198216,0.01,0.9973496456124284,0.014954117746482446,0.0
canonical,32,95,0.0927734375,0.9,200,0.0,0.9989460939051582,0.005948689094072368,0.005,0.9984169002786265,0.010636798463083174,0.0
canonical,32,99,0.0966796875,0.9,200,0.0,0.9992996693783592,0.004250149753943334,0.0,0.9990236773509303,0.007196687358925487,0.0
canonical,32,102,0.099609375,0.9,200,0.0,0.9992582474699379,0.004798235936771225,0.005,0.9986448424083452,0.009355606052290862,0.0
canonical,32,123,0.1201171875,0.9,200,0.0,0.9999219888956454,0.0007852686721678418,0.0,0.9998468276666643,0.0015638470344296034,0.0
canonical,32,143,0.1396484375,0.9,200,0.0,0.9995896136240212,0.003429429109986552,0.0,0.9991929318516921,0.006754460382464639,0.0
canonical,32,164,0.16015625,0.9,200,0.0,0.9999991412248184,9.267059069818982e-07,0.0,1.0,3.192735818957272e-16,0.0
canonical,32,184,0.1796875,0.9,200,0.0,0.999999323996612,5.435338221492432e-07,0.0,1.0,3.1313406925571504e-16,0.0
canonical,64,20,0.0048828125,0.99,200,1.0,0.16303963824955722,0.09918597916094432,0.995,0.04083026205847629,0.07877456492855738,0.54
canonical,64,41,0.010009765625,0.99,200,1.0,0.3419538484760888,0.22489072033103924,0.815,0.280384430348309,0.367223054077275,0.31
canonical,64,61,0.014892578125,0.99,200,1.0,0.6585205891285985,0.30333522213089253,0.32,0.7398016331926847,0.41525413651630605,0.13
canonical,64,82,0.02001953125,0.99,200,0.99,0.8727424837661811,0.23731246258878308,0.385,0.886227181396915,0.2705386012884071,0.065
canonical,64,91,0.022216796875,0.99,200,0.91,0.9090546741619292,0.2091464970794055,0.57,0.9005597063424855,0.23634755262741844,0.05
canonical,64,99,0.024169921875,0.99,200,0.835,0.9250330136031896,0.1958276680623145,0.615,0.9133493416929608,0.21972875930176952,0.04
canonical,64,108,0.0263671875,0.99,200,0.64,0.9517304723506319,0.1574276855271347,0.59,0.9392753860907556,0.17793008747117262,0.03
canonical,64,116,0.0283203125,0.99,200,0.45,0.9604054723298688,0.15188701441469168,0.55,0.9504379846245625,0.16672425570708355,0.005
canonical,64,125,0.030517578125,0.99,200,0.355,0.963506823125705,0.15251191010693066,0.45,0.9538121579928054,0.16738188292405637,0.0
canonical,64,134,0.03271484375,0.99,200,0.29,0.9750926696265239,0.1251001067971025,0.345,0.9686860621895661,0.1377726486549183,0.0
canonical,64,142,0.03466796875,0.99,200,0.25,0.9847047057186497,0.08781753936347544,0.31,0.9788565253217044,0.09752753031981687,0.0
canonical,64,151,0.036865234375,0.99,200,0.13,0.9926086624736657,0.05439460266251631,0.185,0.9890512942544396,0.06784712633964902,0.0
canonical,64,160,0.0390625,0.99,200,0.165,0.9953497148412614,0.009935402829662947,0.21,0.9930242876513995,0.014710469661118155,0.0
canonical,64,168,0.041015625,0.99,200,0.105,0.9968983088241075,0.007752756620293095,0.15,0.9949751922318518,0.013940723015788204,0.0
canonical,64,177,0.043212890625,0.99,200,0.07,0.9980273796212435,0.005422784980753903,0.12,0.9965213197665657,0.01000509953496978,0.0
canonical,64,185,0.045166015625,0.99,200,0.06,0.9983200739185896,0.0050063235503226555,0.105,0.9968804381398769,0.009839928177469547,0.0
canonical,64,194,0.04736328125,0.99,200,0.05,0.9986929991054015,0.00470845667466116,0.07,0.9974198784390294,0.00930267176039669,0.0
canonical,64,203,0.049560546875,0.99,200,0.04,0.9946710772681459,0.0630275246052899,0.045,0.9938624650263932,0.06985497577294583,0.0
canonical,64,211,0.051513671875,0.99,200,0.005,0.9995441848628863,0.0018679149410360265,0.04,0.9991619242708665,0.0036505112485390044,0.0
canonical,64,220,0.0537109375,0.99,200,0.015,0.9995707461813756,0.0028135274869411425,0.03,0.9991584035863533,0.005543817948323683,0.0
canonical,64,229,0.055908203125,0.99,200,0.0,0.9998360332548821,0.0009708187184576729,0.015,0.9997266176143919,0.0018835361747384775,0.0
canonical,64,237,0.057861328125,0.99,200,0.005,0.9999106959573618,0.0008054735830220559,0.005,0.9998382296514814,0.0015996860969138234,0.0
canonical,64,246,0.06005859375,0.99,200,0.005,0.9998396514014876,0.0010683596612510251,0.01,0.999853440959155,0.0012569150130777803,0.0
canonical,64,287,0.070068359375,0.99,200,0.005,0.9998616613231499,0.0012699501638902791,0.01,0.9997488079228467,0.002512668467170528,0.0
canonical,64,328,0.080078125,0.99,200,0.0,0.9999980577661777,1.1679879495653391e-06,0.0,1.0,3.2225167587052167e-16,0.0
canonical,64,369,0.090087890625,0.99,200,0.0,0.9999980681343453,1.17451885097259e-06,0.0,1.0,3.084742237080508e-16,0.0
canonical,64,410,0.10009765625,0.99,200,0.0,0.9999982895242283,1.3935330411883015e-06,0.0,1.0,3.0435099244991544e-16,0.0
canonical,64,20,0.0048828125,0.95,200,1.0,0.16533283140229585,0.1030694000506689,0.995,0.04209179812789039,0.08060213264245127,0.54
canonical,64,41,0.010009765625,0.95,200,1.0,0.33583664792288637,0.22988441291980918,0.82,0.27620736666743256,0.3657560108511353,0.31
canonical,64,61,0.014892578125,0.95,200,1.0,0.6521598109314951,0.30770576804549815,0.32,0.7344752086881305,0.41812017264181484,0.13
canonical,64,82,0.02001953125,0.95,200,0.545,0.8754543570051768,0.2354959784484805,0.335,0.8877046226491419,0.27027544039748813,0.065
canonical,64,91,0.022216796875,0.95,200,0.32,0.9055499027702993,0.21581605966398384,0.41,0.8991785337128826,0.23874835416866322,0.05
canonical,64,99,0.024169921875,0.95,200,0.215,0.9256939328317335,0.18978816230126305,0.39,0.91100206823583,0.21667019195104145,0.04
canonical,64,108,0.0263671875,0.95,200,0.065,0.952606691426739,0.1576527350455791,0.195,0.9413447257822851,0.178112565359079,0.03
canonical,64,116,0.0283203125,0.95,200,0.055,0.9589628107312878,0.15379626956528825,0.145,0.9509618179221218,0.16702746772314941,0.01
canonical,64,125,0.030517578125,0.95,200,0.03,0.9635321403329646,0.1509836229257065,0.11,0.9541235351620884,0.1667138614313294,0.0
canonical,64,134,0.03271484375,0.95,200,0.02,0.9745322220153454,0.1281421128760965,0.07,0.9682982904536155,0.13852969936135834,0.0
canonical,64,142,0.03466796875,0.95,200,0.01,0.9852529155967799,0.08933478320588784,0.04,0.9804066345279852,0.0984805255795347,0.0
canonical,64,151,0.036865234375,0.95,200,0.01,0.9911444036250727,0.06026823203321003,0.045,0.9870757606257832,0.07019022299970969,0.0
canonical,64,160,0.0390625,0.95,200,0.0,0.9959297275850969,0.008265645177829403,0.035,0.9931535239557908,0.01571704724264662,0.0
canonical,64,168,0.041015625,0.95,200,0.005,0.9969429224155423,0.007557300796150785,0.01,0.9957353747508474,0.010536072634220265,0.0
canonical,64,177,0.043212890625,0.95,200,0.005,0.9976507861969932,0.006400638626781813,0.015,0.9956259131221935,0.012499436523133263,0.0
canonical,64,185,0.045166015625,0.95,200,0.0,0.9981759784173886,0.005502474550303046,0.01,0.9967235339878363,0.010339883087848188,0.0
canonical,64,194,0.04736328125,0.95,200,0.0,0.999059965669027,0.003105256540884968,0.0,0.9981429759944905,0.006162055175453131,0.0
canonical,64,203,0.049560546875,0.95,200,0.01,0.9945006399298728,0.0637856042704914,0.01,0.993418728329265,0.07037226692076258,0.0
canonical,64,211,0.051513671875,0.95,200,0.0,0.9993806765545993,0.0027399994511831775,0.0,0.998919148358216,0.005175744330266072,0.0
canonical,64,220,0.0537109375,0.95,200,0.0,0.999489943294344,0.0028310419805980458,0.005,0.998996109444795,0.00559963432677395,0.0
canonical,64,229,0.055908203125,0.95,200,0.0,0.9996339421598125,0.0024651735464509415,0.005,0.999367262780779,0.004774456790804776,0.0
canonical,64,237,0.057861328125,0.95,200,0.0,0.9997357238228723,0.0018202881169227666,0.0,0.9995727820371769,0.003389681546755229,0.0
canonical,64,246,0.06005859375,0.95,200,0.0,0.9998304457857334,0.0011453357066050502,0.0,0.9997868362774004,0.0019053890086134595,0.0
canonical,64,287,0.070068359375,0.95,200,0.0,0.9996823886244286,0.002165655545788908,0.0,0.9996027440295043,0.0032891875143368702,0.0
canonical,64,328,0.080078125,0.95,200,0.0,0.9999979304989006,1.4134261983586673e-06,0.0,1.0,3.2052582883972505e-16,0.0
canonical,64,369,0.090087890625,0.95,200,0.0,0.9999981124763215,1.1800918337973234e-06,0.0,1.0,3.137239612748209e-16,0.0
canonical,64,410,0.10009765625,0.95,200,0.0,0.9999981386009819,1.0277715597497849e-06,0.0,1.0,3.059666693232692e-16,0.0
canonical,64,20,0.0048828125,0.9,200,1.0,0.17108050343386427,0.09806337623412437,0.995,0.04334182395385345,0.07919140143369961,0.54
canonical,64,41,0.010009765625,0.9,200,1.0,0.3403812909361678,0.22469308287292425,0.825,0.2789083492714031,0.3621843597629112,0.31
canonical,64,61,0.014892578125,0.9,200,0.93,0.6598397526671762,0.30204338890301785,0.305,0.741954470055976,0.4165068921853647,0.13
canonical,64,82,0.02001953125,0.9,200,0.17,0.8731017194246323,0.23396842290395722,0.195,0.8869609946075228,0.2700446832145135,0.065
canonical,64,91,0.022216796875,0.9,200,0.095,0.9069785915818166,0.2117665381909706,0.18,0.8982555154242263,0.23759911384917373,0.05
canonical,64,99,0.024169921875,0.9,200,0.06,0.9245284488958265,0.19969485658867678,0.12,0.912623133619355,0.22023777306658274,0.04
canonical,64,108,0.0263671875,0.9,200,0.04,0.9504471726552873,0.16079264102549684,0.045,0.9405241046074573,0.17840860102136108,0.03
canonical,64,116,0.0283203125,0.9,200,0.03,0.9598742238486065,0.1484247601081013,0.045,0.9486967734782641,0.16542806724946088,0.005
canonical,64,125,0.030517578125,0.9,200,0.03,0.9641379618607425,0.14652727979119076,0.035,0.9546730886885072,0.16470572740634748,0.0
canonical,64,134,0.03271484375,0.9,200,0.02,0.9753225345706437,0.11792373891102381,0.035,0.9673075526598445,0.13518898180214192,0.0
canonical,64,142,0.03466796875,0.9,200,0.01,0.9856135809356162,0.0811539540676853,0.02,0.9801264306905202,0.09693227381991415,0.0
canonical,64,151,0.036865234375,0.9,200,0.005,0.9909962362538601,0.06333850855004156,0.005,0.9869200270795563,0.07107156003390569,0.0
canonical,64,160,0.0390625,0.9,200,0.0,0.9965054781149547,0.007366026835170955,0.005,0.9938966394484945,0.014164884683920036,0.0
canonical,64,168,0.041015625,0.9,200,0.0,0.9973012815495141,0.005922809998004902,0.0,0.9959206419199709,0.00995398740023023,0.0
canonical,64,177,0.043212890625,0.9,200,0.0,0.9978129609282657,0.0061532341151730304,0.005,0.9957528949811243,0.012117418972274509,0.0
canonical,64,185,0.045166015625,0.9,200,0.0,0.9983507159261475,0.005097769635676976,0.0,0.9971943762338757,0.009435827999969242,0.0
canonical,64,194,0.04736328125,0.9,200,0.0,0.9989080478423227,0.0040929225149681355,0.0,0.9978442948560655,0.008078055085757966,0.0
canonical,64,203,0.049560546875,0.9,200,0.005,0.9947342566198616,0.058911638939623395,0.005,0.9933054668104571,0.0689670829937067,0.0
canonical,64,211,0.051513671875,0.9,200,0.0,0.9994229410631335,0.002528360665261752,0.0,0.9989747114657535,0.00481340899414229,0.0
canonical,64,220,0.0537109375,0.9,200,0.0,0.9995943845658273,0.002140308460050781,0.0,0.9992016632566549,0.004251130444557831,0.0
